Id;País;Ano;Quantidade;Valor
43;Moldávia;2008;0;0
44;Montenegro;2008;0;0
45;Noruega;2008;0;0
46;Nova Zelândia;2008;58408;0
47;Países Baixos (Holanda);2008;0;0
48;Panamá;2008;0;0
49;Paraguai;2008;0;0
50;Peru;2008;0;0
51;Porto Rico;2008;0;0
52;Portugal;2008;6213781;531480
53;Reino Unido;2008;315;0
54;Republica Dominicana;2008;0;0
55;Romênia;2008;0;0
56;Rússia;2008;0;0
57;San Marino;2008;0;0
58;Sérvia;2008;0;0
59;Síria;2008;0;0
60;Suazilândia;2008;0;0
61;Suíça;2008;1194;0
62;Tcheca, República;2008;0;0
63;Tunísia;2008;0;0
64;Turquia;2008;0;0
65;Ucrânia;2008;0;0
66;Uruguai;2008;920389;1871
67;Não consta na tabela;2008;0;0
68;Não declarados;2008;0;0
69;Outros;2008;0;4255
1;Africa do Sul;2009;493093;0
2;Alemanha;2009;56075;30498
3;Argélia;2009;0;0
4;Arábia Saudita;2009;0;0
5;Argentina;2009;13902750;12260
6;Armênia;2009;0;0
7;Austrália;2009;270908;0
8;Áustria;2009;1895;707
9;Bermudas;2009;0;0
10;Bélgica;2009;0;0
11;Bolívia;2009;0;0
12;Bósnia-Herzegovina;2009;0;0
13;Brasil;2009;0;0
14;Bulgária;2009;0;0
15;Canada;2009;0;0
16;Chile;2009;22476643;101819
17;China;2009;0;0
18;Coreia do Sul, República;2009;0;0
19;Croácia;2009;0;0
20;Cuba;2009;0;0
21;Emirados Árabes Unidos;2009;0;0
22;Eslovênia;2009;0;0
23;Eslováquia;2009;0;0
24;Espanha;2009;1119540;90159
25;Estados Unidos;2009;85393;0
26;França;2009;2372448;78135
27;Geórgia;2009;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2009;0;0
29;Grécia;2009;52474;0
30;Hong Kong;2009;0;0
31;Hungria;2009;12632;0
32;Indonésia;2009;0;0
33;Irlanda;2009;0;0
34;Israel;2009;8924;0
35;Itália;2009;8387908;32376
36;Japão;2009;0;0
37;Iugoslávia;2009;0;326
38;Líbano;2009;5310;0
39;Luxemburgo;2009;0;0
40;Macedônia;2009;0;0
41;Marrocos;2009;0;0
42;México;2009;0;0
43;Moldávia;2009;0;0
44;Montenegro;2009;0;0
45;Noruega;2009;0;0
46;Nova Zelândia;2009;30806;0
47;Países Baixos (Holanda);2009;0;0
48;Panamá;2009;0;0
49;Paraguai;2009;0;0
50;Peru;2009;0;0
51;Porto Rico;2009;0;0
52;Portugal;2009;5884719;531480
53;Reino Unido;2009;10236;0
54;Republica Dominicana;2009;0;0
55;Romênia;2009;0;0
56;Rússia;2009;0;0
57;San Marino;2009;0;0
58;Sérvia;2009;0;0
59;Síria;2009;0;0
60;Suazilândia;2009;0;0
61;Suíça;2009;4860;0
62;Tcheca, República;2009;0;0
63;Tunísia;2009;0;0
64;Turquia;2009;0;0
65;Ucrânia;2009;0;0
66;Uruguai;2009;750343;1871
67;Não consta na tabela;2009;0;0
68;Não declarados;2009;0;0
69;Outros;2009;0;4255
1;Africa do Sul;2010;966276;0
2;Alemanha;2010;192661;30498
3;Argélia;2010;0;0
4;Arábia Saudita;2010;0;0
5;Argentina;2010;16965266;12260
6;Armênia;2010;0;0
7;Austrália;2010;405271;0
8;Áustria;2010;2329;707
9;Bermudas;2010;0;0
10;Bélgica;2010;0;0
11;Bolívia;2010;0;0
12;Bósnia-Herzegovina;2010;0;0
13;Brasil;2010;7;0
14;Bulgária;2010;20997;0
15;Canada;2010;0;0
16;Chile;2010;26434744;101819
17;China;2010;0;0
18;Coreia do Sul, República;2010;0;0
19;Croácia;2010;0;0
20;Cuba;2010;0;0
21;Emirados Árabes Unidos;2010;0;0
22;Eslovênia;2010;0;0
23;Eslováquia;2010;0;0
24;Espanha;2010;1622100;90159
25;Estados Unidos;2010;194774;0
26;França;2010;2799118;78135
27;Geórgia;2010;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2010;0;0
29;Grécia;2010;42449;0
30;Hong Kong;2010;0;0
31;Hungria;2010;15193;0
32;Indonésia;2010;0;0
33;Irlanda;2010;0;0
34;Israel;2010;15782;0
35;Itália;2010;11911190;32376
36;Japão;2010;0;0
37;Iugoslávia;2010;0;326
38;Líbano;2010;15741;0
39;Luxemburgo;2010;0;0
40;Macedônia;2010;0;0
41;Marrocos;2010;0;0
42;México;2010;7004;0
43;Moldávia;2010;0;0
44;Montenegro;2010;0;0
45;Noruega;2010;0;0
46;Nova Zelândia;2010;102683;0
47;Países Baixos (Holanda);2010;0;0
48;Panamá;2010;0;0
49;Paraguai;2010;0;0
50;Peru;2010;33;0
51;Porto Rico;2010;0;0
52;Portugal;2010;7801759;531480
53;Reino Unido;2010;621;0
54;Republica Dominicana;2010;0;0
55;Romênia;2010;0;0
56;Rússia;2010;0;0
57;San Marino;2010;0;0
58;Sérvia;2010;0;0
59;Síria;2010;0;0
60;Suazilândia;2010;0;0
61;Suíça;2010;2483;0
62;Tcheca, República;2010;0;0
63;Tunísia;2010;0;0
64;Turquia;2010;0;0
65;Ucrânia;2010;0;0
66;Uruguai;2010;1219387;1871
67;Não consta na tabela;2010;0;0
68;Não declarados;2010;0;0
69;Outros;2010;0;4255
1;Africa do Sul;2011;507509;0
2;Alemanha;2011;198025;30498
3;Argélia;2011;0;0
4;Arábia Saudita;2011;0;0
5;Argentina;2011;16673491;12260
6;Armênia;2011;0;0
7;Austrália;2011;824440;0
8;Áustria;2011;6357;707
9;Bermudas;2011;0;0
10;Bélgica;2011;0;0
11;Bolívia;2011;0;0
12;Bósnia-Herzegovina;2011;0;0
13;Brasil;2011;93;0
14;Bulgária;2011;1097;0
15;Canada;2011;2322;0
16;Chile;2011;26642889;101819
17;China;2011;0;0
18;Coreia do Sul, República;2011;0;0
19;Croácia;2011;450;0
20;Cuba;2011;0;0
21;Emirados Árabes Unidos;2011;0;0
22;Eslovênia;2011;3600;0
23;Eslováquia;2011;0;0
24;Espanha;2011;1999970;90159
25;Estados Unidos;2011;369806;0
26;França;2011;3329437;78135
27;Geórgia;2011;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2011;0;0
29;Grécia;2011;82207;0
30;Hong Kong;2011;0;0
31;Hungria;2011;15073;0
32;Indonésia;2011;0;0
33;Irlanda;2011;0;0
34;Israel;2011;16382;0
35;Itália;2011;12025827;32376
36;Japão;2011;0;0
37;Iugoslávia;2011;0;326
38;Líbano;2011;17685;0
39;Luxemburgo;2011;0;0
40;Macedônia;2011;0;0
41;Marrocos;2011;0;0
42;México;2011;0;0
43;Moldávia;2011;0;0
44;Montenegro;2011;0;0
45;Noruega;2011;0;0
46;Nova Zelândia;2011;151194;0
47;Países Baixos (Holanda);2011;0;0
48;Panamá;2011;0;0
49;Paraguai;2011;0;0
50;Peru;2011;0;0
51;Porto Rico;2011;0;0
52;Portugal;2011;8556375;531480
53;Reino Unido;2011;270;0
54;Republica Dominicana;2011;0;0
55;Romênia;2011;0;0
56;Rússia;2011;0;0
57;San Marino;2011;0;0
58;Sérvia;2011;0;0
59;Síria;2011;0;0
60;Suazilândia;2011;0;0
61;Suíça;2011;0;0
62;Tcheca, República;2011;0;0
63;Tunísia;2011;16420;0
64;Turquia;2011;0;0
65;Ucrânia;2011;0;0
66;Uruguai;2011;1264306;1871
67;Não consta na tabela;2011;0;0
68;Não declarados;2011;0;0
69;Outros;2011;0;4255
1;Africa do Sul;2012;722327;0
2;Alemanha;2012;113243;30498
3;Argélia;2012;0;0
4;Arábia Saudita;2012;0;0
5;Argentina;2012;14613839;12260
6;Armênia;2012;0;0
7;Austrália;2012;615334;0
8;Áustria;2012;8098;707
9;Bermudas;2012;0;0
10;Bélgica;2012;0;0
11;Bolívia;2012;0;0
12;Bósnia-Herzegovina;2012;0;0
13;Brasil;2012;1051;0
14;Bulgária;2012;0;0
15;Canada;2012;0;0
16;Chile;2012;30258795;101819
17;China;2012;0;0
18;Coreia do Sul, República;2012;0;0
19;Croácia;2012;630;0
20;Cuba;2012;0;0
21;Emirados Árabes Unidos;2012;0;0
22;Eslovênia;2012;433;0
23;Eslováquia;2012;0;0
24;Espanha;2012;2540209;90159
25;Estados Unidos;2012;379329;0
26;França;2012;3181440;78135
27;Geórgia;2012;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2012;0;0
29;Grécia;2012;68966;0
30;Hong Kong;2012;0;0
31;Hungria;2012;10404;0
32;Indonésia;2012;0;0
33;Irlanda;2012;0;0
34;Israel;2012;8439;0
35;Itália;2012;10506144;32376
36;Japão;2012;0;0
37;Iugoslávia;2012;0;326
38;Líbano;2012;5805;0
39;Luxemburgo;2012;0;0
40;Macedônia;2012;0;0
41;Marrocos;2012;450;0
42;México;2012;0;0
43;Moldávia;2012;0;0
44;Montenegro;2012;0;0
45;Noruega;2012;0;0
46;Nova Zelândia;2012;81611;0
47;Países Baixos (Holanda);2012;0;0
48;Panamá;2012;0;0
49;Paraguai;2012;0;0
50;Peru;2012;0;0
51;Porto Rico;2012;0;0
52;Portugal;2012;9714940;531480
53;Reino Unido;2012;406;0
54;Republica Dominicana;2012;0;0
55;Romênia;2012;33750;0
56;Rússia;2012;0;0
57;San Marino;2012;0;0
58;Sérvia;2012;0;0
59;Síria;2012;0;0
60;Suazilândia;2012;0;0
61;Suíça;2012;0;0
62;Tcheca, República;2012;0;0
63;Tunísia;2012;19913;0
64;Turquia;2012;0;0
65;Ucrânia;2012;0;0
66;Uruguai;2012;1323884;1871
67;Não consta na tabela;2012;0;0
68;Não declarados;2012;0;0
69;Outros;2012;0;4255
1;Africa do Sul;2013;475331;0
2;Alemanha;2013;114866;30498
3;Argélia;2013;0;0
4;Arábia Saudita;2013;0;0
5;Argentina;2013;12732815;12260
6;Armênia;2013;0;0
7;Austrália;2013;553190;0
8;Áustria;2013;56849;707
9;Bermudas;2013;0;0
10;Bélgica;2013;0;0
11;Bolívia;2013;0;0
12;Bósnia-Herzegovina;2013;0;0
13;Brasil;2013;473;0
14;Bulgária;2013;5947;0
15;Canada;2013;0;0
16;Chile;2013;28288212;101819
17;China;2013;0;0
18;Coreia do Sul, República;2013;0;0
19;Croácia;2013;0;0
20;Cuba;2013;0;0
21;Emirados Árabes Unidos;2013;0;0
22;Eslovênia;2013;2192;0
23;Eslováquia;2013;0;0
24;Espanha;2013;2772104;90159
25;Estados Unidos;2013;518888;0
26;França;2013;3265362;78135
27;Geórgia;2013;33750;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2013;0;0
29;Grécia;2013;13241;0
30;Hong Kong;2013;0;0
31;Hungria;2013;10911;0
32;Indonésia;2013;0;0
33;Irlanda;2013;0;0
34;Israel;2013;24622;0
35;Itália;2013;8308831;32376
36;Japão;2013;0;0
37;Iugoslávia;2013;0;326
38;Líbano;2013;6588;0
39;Luxemburgo;2013;0;0
40;Macedônia;2013;0;0
41;Marrocos;2013;0;0
42;México;2013;0;0
43;Moldávia;2013;0;0
44;Montenegro;2013;0;0
45;Noruega;2013;0;0
46;Nova Zelândia;2013;90728;0
47;Países Baixos (Holanda);2013;0;0
48;Panamá;2013;0;0
49;Paraguai;2013;0;0
50;Peru;2013;0;0
51;Porto Rico;2013;0;0
52;Portugal;2013;9299080;531480
53;Reino Unido;2013;127;0
54;Republica Dominicana;2013;0;0
55;Romênia;2013;0;0
56;Rússia;2013;0;0
57;San Marino;2013;0;0
58;Sérvia;2013;0;0
59;Síria;2013;0;0
60;Suazilândia;2013;0;0
61;Suíça;2013;0;0
62;Tcheca, República;2013;0;0
63;Tunísia;2013;8000;0
64;Turquia;2013;0;0
65;Ucrânia;2013;0;0
66;Uruguai;2013;1372329;1871
67;Não consta na tabela;2013;0;0
68;Não declarados;2013;0;0
69;Outros;2013;0;4255
1;Africa do Sul;2014;722715;0
2;Alemanha;2014;115804;30498
3;Argélia;2014;0;0
4;Arábia Saudita;2014;0;0
5;Argentina;2014;13437321;12260
6;Armênia;2014;0;0
7;Austrália;2014;236742;0
8;Áustria;2014;2770;707
9;Bermudas;2014;0;0
10;Bélgica;2014;0;0
11;Bolívia;2014;0;0
12;Bósnia-Herzegovina;2014;0;0
13;Brasil;2014;449;0
14;Bulgária;2014;15019;0
15;Canada;2014;1530;0
16;Chile;2014;35479279;101819
17;China;2014;0;0
18;Coreia do Sul, República;2014;0;0
19;Croácia;2014;0;0
20;Cuba;2014;0;0
21;Emirados Árabes Unidos;2014;35;0
22;Eslovênia;2014;4190;0
23;Eslováquia;2014;0;0
24;Espanha;2014;2760797;90159
25;Estados Unidos;2014;788773;0
26;França;2014;3592782;78135
27;Geórgia;2014;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2014;0;0
29;Grécia;2014;24244;0
30;Hong Kong;2014;0;0
31;Hungria;2014;18733;0
32;Indonésia;2014;0;0
33;Irlanda;2014;0;0
34;Israel;2014;7734;0
35;Itália;2014;8566756;32376
36;Japão;2014;0;0
37;Iugoslávia;2014;0;326
38;Líbano;2014;47610;0
39;Luxemburgo;2014;0;0
40;Macedônia;2014;252;0
41;Marrocos;2014;0;0
42;México;2014;0;0
43;Moldávia;2014;0;0
44;Montenegro;2014;0;0
45;Noruega;2014;0;0
46;Nova Zelândia;2014;106251;0
47;Países Baixos (Holanda);2014;0;0
48;Panamá;2014;0;0
49;Paraguai;2014;0;0
50;Peru;2014;3201;0
51;Porto Rico;2014;0;0
52;Portugal;2014;9735153;531480
53;Reino Unido;2014;315;0
54;Republica Dominicana;2014;0;0
55;Romênia;2014;4163;0
56;Rússia;2014;0;0
57;San Marino;2014;0;0
58;Sérvia;2014;0;0
59;Síria;2014;0;0
60;Suazilândia;2014;0;0
61;Suíça;2014;0;0
62;Tcheca, República;2014;0;0
63;Tunísia;2014;0;0
64;Turquia;2014;0;0
65;Ucrânia;2014;0;0
66;Uruguai;2014;1237537;1871
67;Não consta na tabela;2014;0;0
68;Não declarados;2014;0;0
69;Outros;2014;0;4255
1;Africa do Sul;2015;743335;0
2;Alemanha;2015;95171;30498
3;Argélia;2015;0;0
4;Arábia Saudita;2015;0;0
5;Argentina;2015;12465041;12260
6;Armênia;2015;0;0
7;Austrália;2015;395030;0
8;Áustria;2015;360;707
9;Bermudas;2015;0;0
10;Bélgica;2015;0;0
11;Bolívia;2015;0;0
12;Bósnia-Herzegovina;2015;0;0
13;Brasil;2015;1359;0
14;Bulgária;2015;17244;0
15;Canada;2015;0;0
16;Chile;2015;36686870;101819
17;China;2015;0;0
18;Coreia do Sul, República;2015;0;0
19;Croácia;2015;2069;0
20;Cuba;2015;0;0
21;Emirados Árabes Unidos;2015;529;0
22;Eslovênia;2015;4640;0
23;Eslováquia;2015;0;0
24;Espanha;2015;3024533;90159
25;Estados Unidos;2015;775131;0
26;França;2015;3617130;78135
27;Geórgia;2015;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2015;0;0
29;Grécia;2015;55680;0
30;Hong Kong;2015;0;0
31;Hungria;2015;5117;0
32;Indonésia;2015;0;0
33;Irlanda;2015;0;0
34;Israel;2015;19028;0
35;Itália;2015;8261383;32376
36;Japão;2015;0;0
37;Iugoslávia;2015;0;326
38;Líbano;2015;6480;0
39;Luxemburgo;2015;0;0
40;Macedônia;2015;0;0
41;Marrocos;2015;1755;0
42;México;2015;0;0
43;Moldávia;2015;0;0
44;Montenegro;2015;0;0
45;Noruega;2015;0;0
46;Nova Zelândia;2015;117340;0
47;Países Baixos (Holanda);2015;0;0
48;Panamá;2015;0;0
49;Paraguai;2015;0;0
50;Peru;2015;0;0
51;Porto Rico;2015;0;0
52;Portugal;2015;9952290;531480
53;Reino Unido;2015;90;0
54;Republica Dominicana;2015;0;0
55;Romênia;2015;5950;0
56;Rússia;2015;0;0
57;San Marino;2015;0;0
58;Sérvia;2015;0;0
59;Síria;2015;0;0
60;Suazilândia;2015;0;0
61;Suíça;2015;1125;0
62;Tcheca, República;2015;0;0
63;Tunísia;2015;0;0
64;Turquia;2015;32247;0
65;Ucrânia;2015;0;0
66;Uruguai;2015;1399547;1871
67;Não consta na tabela;2015;0;0
68;Não declarados;2015;0;0
69;Outros;2015;0;4255
1;Africa do Sul;2016;578829;0
2;Alemanha;2016;158386;30498
3;Argélia;2016;0;0
4;Arábia Saudita;2016;0;0
5;Argentina;2016;14098009;12260
6;Armênia;2016;0;0
7;Austrália;2016;498515;0
8;Áustria;2016;1485;707
9;Bermudas;2016;0;0
10;Bélgica;2016;7;0
11;Bolívia;2016;0;0
12;Bósnia-Herzegovina;2016;0;0
13;Brasil;2016;183;0
14;Bulgária;2016;17777;0
15;Canada;2016;0;0
16;Chile;2016;43400991;101819
17;China;2016;108;0
18;Coreia do Sul, República;2016;0;0
19;Croácia;2016;0;0
20;Cuba;2016;0;0
21;Emirados Árabes Unidos;2016;2175;0
22;Eslovênia;2016;14366;0
23;Eslováquia;2016;1305;0
24;Espanha;2016;3948614;90159
25;Estados Unidos;2016;725420;0
26;França;2016;3831566;78135
27;Geórgia;2016;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2016;0;0
29;Grécia;2016;6568;0
30;Hong Kong;2016;0;0
31;Hungria;2016;8315;0
32;Indonésia;2016;0;0
33;Irlanda;2016;0;0
34;Israel;2016;12548;0
35;Itália;2016;7936409;32376
36;Japão;2016;0;0
37;Iugoslávia;2016;0;326
38;Líbano;2016;10665;0
39;Luxemburgo;2016;0;0
40;Macedônia;2016;0;0
41;Marrocos;2016;0;0
42;México;2016;0;0
43;Moldávia;2016;0;0
44;Montenegro;2016;0;0
45;Noruega;2016;396;0
46;Nova Zelândia;2016;50177;0
47;Países Baixos (Holanda);2016;0;0
48;Panamá;2016;0;0
49;Paraguai;2016;0;0
50;Peru;2016;0;0
51;Porto Rico;2016;0;0
52;Portugal;2016;10821232;531480
53;Reino Unido;2016;5;0
54;Republica Dominicana;2016;0;0
55;Romênia;2016;0;0
56;Rússia;2016;0;0
57;San Marino;2016;0;0
58;Sérvia;2016;0;0
59;Síria;2016;0;0
60;Suazilândia;2016;0;0
61;Suíça;2016;6;0
62;Tcheca, República;2016;0;0
63;Tunísia;2016;0;0
64;Turquia;2016;0;0
65;Ucrânia;2016;5319;0
66;Uruguai;2016;2215692;1871
67;Não consta na tabela;2016;0;0
68;Não declarados;2016;0;0
69;Outros;2016;0;4255
1;Africa do Sul;2017;1138732;0
2;Alemanha;2017;83289;30498
3;Argélia;2017;0;0
4;Arábia Saudita;2017;0;0
5;Argentina;2017;15461740;12260
6;Armênia;2017;0;0
7;Austrália;2017;354641;0
8;Áustria;2017;2655;707
9;Bermudas;2017;0;0
10;Bélgica;2017;4376;0
11;Bolívia;2017;0;0
12;Bósnia-Herzegovina;2017;0;0
13;Brasil;2017;845617;0
14;Bulgária;2017;35284;0
15;Canada;2017;0;0
16;Chile;2017;51787643;101819
17;China;2017;1000;0
18;Coreia do Sul, República;2017;0;0
19;Croácia;2017;0;0
20;Cuba;2017;0;0
21;Emirados Árabes Unidos;2017;0;0
22;Eslovênia;2017;0;0
23;Eslováquia;2017;21424;0
24;Espanha;2017;7240535;90159
25;Estados Unidos;2017;1372347;0
26;França;2017;5921728;78135
27;Geórgia;2017;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2017;0;0
29;Grécia;2017;40775;0
30;Hong Kong;2017;0;0
31;Hungria;2017;23813;0
32;Indonésia;2017;0;0
33;Irlanda;2017;0;0
34;Israel;2017;37302;0
35;Itália;2017;11538990;32376
36;Japão;2017;0;0
37;Iugoslávia;2017;0;326
38;Líbano;2017;12737;0
39;Luxemburgo;2017;0;0
40;Macedônia;2017;0;0
41;Marrocos;2017;0;0
42;México;2017;0;0
43;Moldávia;2017;0;0
44;Montenegro;2017;0;0
45;Noruega;2017;5;0
46;Nova Zelândia;2017;31379;0
47;Países Baixos (Holanda);2017;0;0
48;Panamá;2017;0;0
49;Paraguai;2017;0;0
50;Peru;2017;0;0
51;Porto Rico;2017;0;0
52;Portugal;2017;17345709;531480
53;Reino Unido;2017;16;0
54;Republica Dominicana;2017;0;0
55;Romênia;2017;18509;0
56;Rússia;2017;0;0
57;San Marino;2017;0;0
58;Sérvia;2017;0;0
59;Síria;2017;398;0
60;Suazilândia;2017;0;0
61;Suíça;2017;138;0
62;Tcheca, República;2017;0;0
63;Tunísia;2017;0;0
64;Turquia;2017;0;0
65;Ucrânia;2017;865;0
66;Uruguai;2017;5009098;1871
67;Não consta na tabela;2017;0;0
68;Não declarados;2017;0;0
69;Outros;2017;0;4255
1;Africa do Sul;2018;1127053;0
2;Alemanha;2018;142971;30498
3;Argélia;2018;0;0
4;Arábia Saudita;2018;563;0
5;Argentina;2018;15221318;12260
6;Armênia;2018;0;0
7;Austrália;2018;3518;0
8;Áustria;2018;513995;707
9;Bermudas;2018;0;0
10;Bélgica;2018;163;0
11;Bolívia;2018;0;0
12;Bósnia-Herzegovina;2018;0;0
13;Brasil;2018;18040;0
14;Bulgária;2018;16166;0
15;Canada;2018;301;0
16;Chile;2018;51104825;101819
17;China;2018;5;0
18;Coreia do Sul, República;2018;0;0
19;Croácia;2018;0;0
20;Cuba;2018;0;0
21;Emirados Árabes Unidos;2018;0;0
22;Eslovênia;2018;20976;0
23;Eslováquia;2018;10800;0
24;Espanha;2018;5595268;90159
25;Estados Unidos;2018;548655;0
26;França;2018;4653789;78135
27;Geórgia;2018;8164;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2018;0;0
29;Grécia;2018;41601;0
30;Hong Kong;2018;0;0
31;Hungria;2018;23742;0
32;Indonésia;2018;36;0
33;Irlanda;2018;107;0
34;Israel;2018;40354;0
35;Itália;2018;10154564;32376
36;Japão;2018;0;0
37;Iugoslávia;2018;0;326
38;Líbano;2018;19742;0
39;Luxemburgo;2018;5;0
40;Macedônia;2018;0;0
41;Marrocos;2018;0;0
42;México;2018;134;0
43;Moldávia;2018;0;0
44;Montenegro;2018;0;0
45;Noruega;2018;0;0
46;Nova Zelândia;2018;130854;0
47;Países Baixos (Holanda);2018;283;0
48;Panamá;2018;0;0
49;Paraguai;2018;0;0
50;Peru;2018;77;0
51;Porto Rico;2018;47;0
52;Portugal;2018;17698831;531480
53;Reino Unido;2018;4126;0
54;Republica Dominicana;2018;2;0
55;Romênia;2018;13719;0
56;Rússia;2018;17483;0
57;San Marino;2018;0;0
58;Sérvia;2018;0;0
59;Síria;2018;0;0
60;Suazilândia;2018;0;0
61;Suíça;2018;559;0
62;Tcheca, República;2018;0;0
63;Tunísia;2018;0;0
64;Turquia;2018;1591;0
65;Ucrânia;2018;0;0
66;Uruguai;2018;2836574;1871
67;Não consta na tabela;2018;0;0
68;Não declarados;2018;0;0
69;Outros;2018;0;4255
1;Africa do Sul;2019;1092042;0
2;Alemanha;2019;101055;30498
3;Argélia;2019;0;0
4;Arábia Saudita;2019;0;0
5;Argentina;2019;16548931;12260
6;Armênia;2019;0;0
7;Austrália;2019;16292;0
8;Áustria;2019;348289;707
9;Bermudas;2019;0;0
10;Bélgica;2019;7;0
11;Bolívia;2019;0;0
12;Bósnia-Herzegovina;2019;0;0
13;Brasil;2019;29295;0
14;Bulgária;2019;10944;0
15;Canada;2019;0;0
16;Chile;2019;52697108;101819
17;China;2019;317;0
18;Coreia do Sul, República;2019;0;0
19;Croácia;2019;450;0
20;Cuba;2019;0;0
21;Emirados Árabes Unidos;2019;0;0
22;Eslovênia;2019;30968;0
23;Eslováquia;2019;459;0
24;Espanha;2019;5797980;90159
25;Estados Unidos;2019;534870;0
26;França;2019;5324383;78135
27;Geórgia;2019;21748;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2019;0;0
29;Grécia;2019;21251;0
30;Hong Kong;2019;0;0
31;Hungria;2019;34591;0
32;Indonésia;2019;258;0
33;Irlanda;2019;179;0
34;Israel;2019;52237;0
35;Itália;2019;10323254;32376
36;Japão;2019;153;0
37;Iugoslávia;2019;0;326
38;Líbano;2019;21836;0
39;Luxemburgo;2019;0;0
40;Macedônia;2019;1323;0
41;Marrocos;2019;2250;0
42;México;2019;646;0
43;Moldávia;2019;0;0
44;Montenegro;2019;1701;0
45;Noruega;2019;0;0
46;Nova Zelândia;2019;133179;0
47;Países Baixos (Holanda);2019;634;0
48;Panamá;2019;17;0
49;Paraguai;2019;0;0
50;Peru;2019;0;0
51;Porto Rico;2019;21;0
52;Portugal;2019;18228699;531480
53;Reino Unido;2019;4819;0
54;Republica Dominicana;2019;0;0
55;Romênia;2019;5196;0
56;Rússia;2019;0;0
57;San Marino;2019;0;0
58;Sérvia;2019;0;0
59;Síria;2019;641;0
60;Suazilândia;2019;0;0
61;Suíça;2019;4510;0
62;Tcheca, República;2019;0;0
63;Tunísia;2019;0;0
64;Turquia;2019;0;0
65;Ucrânia;2019;4646;0
66;Uruguai;2019;2778244;1871
67;Não consta na tabela;2019;0;0
68;Não declarados;2019;0;0
69;Outros;2019;0;4255
1;Africa do Sul;2020;627150;0
2;Alemanha;2020;136992;30498
3;Argélia;2020;0;0
4;Arábia Saudita;2020;0;0
5;Argentina;2020;22610267;12260
6;Armênia;2020;0;0
7;Austrália;2020;212595;0
8;Áustria;2020;6540;707
9;Bermudas;2020;0;0
10;Bélgica;2020;0;0
11;Bolívia;2020;0;0
12;Bósnia-Herzegovina;2020;1218;0
13;Brasil;2020;4347;0
14;Bulgária;2020;23110;0
15;Canada;2020;0;0
16;Chile;2020;72726186;101819
17;China;2020;0;0
18;Coreia do Sul, República;2020;0;0
19;Croácia;2020;0;0
20;Cuba;2020;0;0
21;Emirados Árabes Unidos;2020;0;0
22;Eslovênia;2020;11392;0
23;Eslováquia;2020;0;0
24;Espanha;2020;7169384;90159
25;Estados Unidos;2020;366584;0
26;França;2020;5658139;78135
27;Geórgia;2020;20274;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2020;0;0
29;Grécia;2020;61181;0
30;Hong Kong;2020;311;0
31;Hungria;2020;5254;0
32;Indonésia;2020;0;0
33;Irlanda;2020;0;0
34;Israel;2020;38239;0
35;Itália;2020;9659999;32376
36;Japão;2020;0;0
37;Iugoslávia;2020;0;326
38;Líbano;2020;12384;0
39;Luxemburgo;2020;0;0
40;Macedônia;2020;0;0
41;Marrocos;2020;2160;0
42;México;2020;33;0
43;Moldávia;2020;5832;0
44;Montenegro;2020;0;0
45;Noruega;2020;0;0
46;Nova Zelândia;2020;15372;0
47;Países Baixos (Holanda);2020;2285;0
48;Panamá;2020;0;0
49;Paraguai;2020;0;0
50;Peru;2020;0;0
51;Porto Rico;2020;54;0
52;Portugal;2020;23627260;531480
53;Reino Unido;2020;2586;0
54;Republica Dominicana;2020;0;0
55;Romênia;2020;30635;0
56;Rússia;2020;0;0
57;San Marino;2020;0;0
58;Sérvia;2020;0;0
59;Síria;2020;0;0
60;Suazilândia;2020;0;0
61;Suíça;2020;735;0
62;Tcheca, República;2020;0;0
63;Tunísia;2020;0;0
64;Turquia;2020;17563;0
65;Ucrânia;2020;0;0
66;Uruguai;2020;4079076;1871
67;Não consta na tabela;2020;0;0
68;Não declarados;2020;0;0
69;Outros;2020;0;4255
1;Africa do Sul;2021;859169;0
2;Alemanha;2021;106541;30498
3;Argélia;2021;0;0
4;Arábia Saudita;2021;2510;0
5;Argentina;2021;26869241;12260
6;Armênia;2021;0;0
7;Austrália;2021;366875;0
8;Áustria;2021;13427;707
9;Bermudas;2021;10;0
10;Bélgica;2021;0;0
11;Bolívia;2021;0;0
12;Bósnia-Herzegovina;2021;0;0
13;Brasil;2021;12602;0
14;Bulgária;2021;34185;0
15;Canada;2021;0;0
16;Chile;2021;69617587;101819
17;China;2021;0;0
18;Coreia do Sul, República;2021;0;0
19;Croácia;2021;17343;0
20;Cuba;2021;0;0
21;Emirados Árabes Unidos;2021;0;0
22;Eslovênia;2021;42944;0
